"order_id";"product_code";"quantity";"unit_price";"order_date";"order_status";"product_line";"customer_name";"city";"country";"line_total_revenue"
10207;"S18_2238";44;100.0;"2003-12-09";"Shipped";"Classic Cars";"Diecast Collectables";"Boston";"USA";4400.0
10219;"S18_2238";43;100.0;"2004-02-10";"Shipped";"Classic Cars";"Signal Collectibles Ltd.";"Brisbane";"USA";4300.0
10230;"S18_2238";49;100.0;"2004-03-15";"Shipped";"Classic Cars";"Blauer See Auto, Co.";"Frankfurt";"Germany";4900.0
10246;"S18_2238";40;100.0;"2004-05-05";"Shipped";"Classic Cars";"Euro Shopping Channel";"Madrid";"Spain";4000.0
10259;"S18_2238";30;100.0;"2004-06-15";"Shipped";"Classic Cars";"Handji Gifts& Co";"Singapore";"Singapore";3000.0
10271;"S18_2238";50;100.0;"2004-07-20";"Shipped";"Classic Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";5000.0
10282;"S18_2238";23;100.0;"2004-08-20";"Shipped";"Classic Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";2300.0
10292;"S18_2238";26;100.0;"2004-09-08";"Shipped";"Classic Cars";"Land of Toys Inc.";"NYC";"USA";2600.0
10305;"S18_2238";27;100.0;"2004-10-13";"Shipped";"Classic Cars";"Marta's Replicas Co.";"Cambridge";"USA";2700.0
10314;"S18_2238";42;100.0;"2004-10-22";"Shipped";"Classic Cars";"Heintze Collectables";"Aaarhus";"Denmark";4200.0
10324;"S18_2238";47;100.0;"2004-11-05";"Shipped";"Classic Cars";"Vitachrome Inc.";"NYC";"USA";4700.0
10336;"S18_2238";49;100.0;"2004-11-20";"Shipped";"Classic Cars";"La Corne D'abondance, Co.";"Paris";"France";4900.0
10349;"S18_2238";38;100.0;"2004-12-01";"Shipped";"Classic Cars";"Muscle Machine Inc";"NYC";"USA";3800.0
10358;"S18_2238";20;100.0;"2004-12-10";"Shipped";"Classic Cars";"Euro Shopping Channel";"Madrid";"Spain";2000.0
10371;"S18_2238";25;100.0;"2005-01-23";"Shipped";"Classic Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";2500.0
10382;"S18_2238";25;88.0;"2005-02-17";"Shipped";"Classic Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";2200.0
10412;"S18_2238";41;100.0;"2005-05-03";"Shipped";"Classic Cars";"Euro Shopping Channel";"Madrid";"Spain";4100.0
10100;"S18_2248";50;67.8;"2003-01-06";"Shipped";"Vintage Cars";"Online Diecast Creations Co.";"Nashua";"USA";3390.0
10110;"S18_2248";32;50.25;"2003-03-18";"Shipped";"Vintage Cars";"AV Stores, Co.";"Manchester";"UK";1608.0
10124;"S18_2248";42;53.88;"2003-05-21";"Shipped";"Vintage Cars";"Signal Gift Stores";"Las Vegas";"USA";2262.96
10149;"S18_2248";24;62.36;"2003-09-12";"Shipped";"Vintage Cars";"Signal Collectibles Ltd.";"Brisbane";"USA";1496.64
10162;"S18_2248";27;69.62;"2003-10-18";"Shipped";"Vintage Cars";"Corporate Gift Ideas Co.";"San Francisco";"USA";1879.74
10173;"S18_2248";26;57.51;"2003-11-05";"Shipped";"Vintage Cars";"Rovelli Gifts";"Bergamo";"Italy";1495.26
10182;"S18_2248";38;61.15;"2003-11-12";"Shipped";"Vintage Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";2323.7
10193;"S18_2248";42;59.33;"2003-11-21";"Shipped";"Vintage Cars";"Australian Collectables, Ltd";"Glen Waverly";"Australia";2491.86
10204;"S18_2248";23;71.44;"2003-12-02";"Shipped";"Vintage Cars";"Muscle Machine Inc";"NYC";"USA";1643.12
10214;"S18_2248";21;62.96;"2004-01-26";"Shipped";"Vintage Cars";"Corrida Auto Replicas, Ltd";"Madrid";"Spain";1322.16
10227;"S18_2248";28;50.85;"2004-03-02";"Shipped";"Vintage Cars";"Saveley & Henriot, Co.";"Lyon";"France";1423.8
10241;"S18_2248";33;72.65;"2004-04-13";"Shipped";"Vintage Cars";"Mini Caravy";"Strasbourg";"France";2397.45
10280;"S18_2248";25;62.96;"2004-08-17";"Shipped";"Vintage Cars";"Amica Models & Co.";"Torino";"Italy";1574.0
10288;"S18_2248";28;61.75;"2004-09-01";"Shipped";"Vintage Cars";"Handji Gifts& Co";"Singapore";"Singapore";1729.0
10303;"S18_2248";46;49.04;"2004-10-06";"Shipped";"Vintage Cars";"Iberia Gift Imports, Corp.";"Sevilla";"Spain";2255.84
10312;"S18_2248";30;61.15;"2004-10-21";"Shipped";"Vintage Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";1834.5
10332;"S18_2248";38;84.25;"2004-11-17";"Shipped";"Vintage Cars";"AV Stores, Co.";"Manchester";"UK";3201.5
10344;"S18_2248";40;56.91;"2004-11-25";"Shipped";"Vintage Cars";"Marseille Mini Autos";"Marseille";"France";2276.4
10379;"S18_2248";27;49.3;"2005-02-10";"Shipped";"Vintage Cars";"Euro Shopping Channel";"Madrid";"Spain";1331.1
10104;"S18_2319";29;100.0;"2003-01-31";"Shipped";"Trucks and Buses";"Euro Shopping Channel";"Madrid";"Spain";2900.0
10114;"S18_2319";39;100.0;"2003-04-01";"Shipped";"Trucks and Buses";"La Corne D'abondance, Co.";"Paris";"France";3900.0
10127;"S18_2319";45;100.0;"2003-06-03";"Shipped";"Trucks and Buses";"Muscle Machine Inc";"NYC";"USA";4500.0
10141;"S18_2319";47;100.0;"2003-08-01";"Shipped";"Trucks and Buses";"Suominen Souveniers";"Espoo";"Finland";4700.0
10151;"S18_2319";49;100.0;"2003-09-21";"Shipped";"Trucks and Buses";"Oulu Toy Supplies, Inc.";"Oulu";"Finland";4900.0
10165;"S18_2319";46;100.0;"2003-10-22";"Shipped";"Trucks and Buses";"Dragon Souveniers, Ltd.";"Singapore";"Singapore";4600.0
10175;"S18_2319";48;100.0;"2003-11-06";"Shipped";"Trucks and Buses";"Stylish Desk Decors, Co.";"London";"UK";4800.0
10184;"S18_2319";46;100.0;"2003-11-14";"Shipped";"Trucks and Buses";"Iberia Gift Imports, Corp.";"Sevilla";"Spain";4600.0
10195;"S18_2319";35;100.0;"2003-11-25";"Shipped";"Trucks and Buses";"Mini Classics";"White Plains";"USA";3500.0
10207;"S18_2319";43;100.0;"2003-12-09";"Shipped";"Trucks and Buses";"Diecast Collectables";"Boston";"USA";4300.0
10229;"S18_2319";26;100.0;"2004-03-11";"Shipped";"Trucks and Buses";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";2600.0
10246;"S18_2319";22;98.18;"2004-05-05";"Shipped";"Trucks and Buses";"Euro Shopping Channel";"Madrid";"Spain";2159.96
10259;"S18_2319";34;99.41;"2004-06-15";"Shipped";"Trucks and Buses";"Handji Gifts& Co";"Singapore";"Singapore";3379.94
10271;"S18_2319";50;100.0;"2004-07-20";"Shipped";"Trucks and Buses";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";5000.0
10281;"S18_2319";48;100.0;"2004-08-19";"Shipped";"Trucks and Buses";"Diecast Classics Inc.";"Allentown";"USA";4800.0
10292;"S18_2319";41;100.0;"2004-09-08";"Shipped";"Trucks and Buses";"Land of Toys Inc.";"NYC";"USA";4100.0
10305;"S18_2319";36;100.0;"2004-10-13";"Shipped";"Trucks and Buses";"Marta's Replicas Co.";"Cambridge";"USA";3600.0
10313;"S18_2319";29;100.0;"2004-10-22";"Shipped";"Trucks and Buses";"Canadian Gift Exchange Network";"Vancouver";"Canada";2900.0
10324;"S18_2319";33;37.47;"2004-11-05";"Shipped";"Trucks and Buses";"Vitachrome Inc.";"NYC";"USA";1236.51
10349;"S18_2319";38;100.0;"2004-12-01";"Shipped";"Trucks and Buses";"Muscle Machine Inc";"NYC";"USA";3800.0
10358;"S18_2319";20;36.42;"2004-12-10";"Shipped";"Trucks and Buses";"Euro Shopping Channel";"Madrid";"Spain";728.4
10370;"S18_2319";22;100.0;"2005-01-20";"Shipped";"Trucks and Buses";"Anna's Decorations, Ltd";"North Sydney";"Australia";2200.0
10383;"S18_2319";27;100.0;"2005-02-22";"Shipped";"Trucks and Buses";"Euro Shopping Channel";"Madrid";"Spain";2700.0
10412;"S18_2319";56;98.18;"2005-05-03";"Shipped";"Trucks and Buses";"Euro Shopping Channel";"Madrid";"Spain";5498.08
10101;"S18_2325";25;100.0;"2003-01-09";"Shipped";"Vintage Cars";"Blauer See Auto, Co.";"Frankfurt";"Germany";2500.0
10110;"S18_2325";33;100.0;"2003-03-18";"Shipped";"Vintage Cars";"AV Stores, Co.";"Manchester";"UK";3300.0
10124;"S18_2325";42;100.0;"2003-05-21";"Shipped";"Vintage Cars";"Signal Gift Stores";"Las Vegas";"USA";4200.0
10149;"S18_2325";33;100.0;"2003-09-12";"Shipped";"Vintage Cars";"Signal Collectibles Ltd.";"Brisbane";"USA";3300.0
10162;"S18_2325";38;100.0;"2003-10-18";"Shipped";"Vintage Cars";"Corporate Gift Ideas Co.";"San Francisco";"USA";3800.0
10173;"S18_2325";31;100.0;"2003-11-05";"Shipped";"Vintage Cars";"Rovelli Gifts";"Bergamo";"Italy";3100.0
10182;"S18_2325";20;100.0;"2003-11-12";"Shipped";"Vintage Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";2000.0
10193;"S18_2325";44;100.0;"2003-11-21";"Shipped";"Vintage Cars";"Australian Collectables, Ltd";"Glen Waverly";"Australia";4400.0
10204;"S18_2325";26;100.0;"2003-12-02";"Shipped";"Vintage Cars";"Muscle Machine Inc";"NYC";"USA";2600.0
10214;"S18_2325";27;100.0;"2004-01-26";"Shipped";"Vintage Cars";"Corrida Auto Replicas, Ltd";"Madrid";"Spain";2700.0
10227;"S18_2325";46;100.0;"2004-03-02";"Shipped";"Vintage Cars";"Saveley & Henriot, Co.";"Lyon";"France";4600.0
10243;"S18_2325";47;100.0;"2004-04-26";"Shipped";"Vintage Cars";"Diecast Collectables";"Boston";"USA";4700.0
10280;"S18_2325";37;100.0;"2004-08-17";"Shipped";"Vintage Cars";"Amica Models & Co.";"Torino";"Italy";3700.0
10288;"S18_2325";31;100.0;"2004-09-01";"Shipped";"Vintage Cars";"Handji Gifts& Co";"Singapore";"Singapore";3100.0
10304;"S18_2325";24;100.0;"2004-10-11";"Shipped";"Vintage Cars";"Auto Assoc. & Cie.";"Versailles";"France";2400.0
10312;"S18_2325";31;100.0;"2004-10-21";"Shipped";"Vintage Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";3100.0
10322;"S18_2325";50;100.0;"2004-11-04";"Shipped";"Vintage Cars";"Online Diecast Creations Co.";"Nashua";"USA";5000.0
10332;"S18_2325";35;64.69;"2004-11-17";"Shipped";"Vintage Cars";"AV Stores, Co.";"Manchester";"UK";2264.15
10344;"S18_2325";30;100.0;"2004-11-25";"Shipped";"Vintage Cars";"Marseille Mini Autos";"Marseille";"France";3000.0
10356;"S18_2325";29;100.0;"2004-12-09";"Shipped";"Vintage Cars";"Lyon Souveniers";"Paris";"France";2900.0
10380;"S18_2325";40;100.0;"2005-02-16";"Shipped";"Vintage Cars";"Euro Shopping Channel";"Madrid";"Spain";4000.0
10390;"S18_2325";31;98.99;"2005-03-04";"Shipped";"Vintage Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";3068.69
10409;"S18_2325";6;100.0;"2005-04-23";"Shipped";"Vintage Cars";"Handji Gifts& Co";"Singapore";"Singapore";600.0
10103;"S18_2432";22;54.09;"2003-01-29";"Shipped";"Trucks and Buses";"Baane Mini Imports";"Stavern";"Norway";1189.98
10114;"S18_2432";45;68.67;"2003-04-01";"Shipped";"Trucks and Buses";"La Corne D'abondance, Co.";"Paris";"France";3090.15
10126;"S18_2432";43;65.02;"2003-05-28";"Shipped";"Trucks and Buses";"Corrida Auto Replicas, Ltd";"Madrid";"Spain";2795.86
10140;"S18_2432";46;61.99;"2003-07-24";"Shipped";"Trucks and Buses";"Technics Stores Inc.";"Burlingame";"USA";2851.54
10151;"S18_2432";39;69.28;"2003-09-21";"Shipped";"Trucks and Buses";"Oulu Toy Supplies, Inc.";"Oulu";"Finland";2701.92
10165;"S18_2432";31;71.09;"2003-10-22";"Shipped";"Trucks and Buses";"Dragon Souveniers, Ltd.";"Singapore";"Singapore";2203.79
10175;"S18_2432";41;69.28;"2003-11-06";"Shipped";"Trucks and Buses";"Stylish Desk Decors, Co.";"London";"UK";2840.48
10184;"S18_2432";44;60.16;"2003-11-14";"Shipped";"Trucks and Buses";"Iberia Gift Imports, Corp.";"Sevilla";"Spain";2647.04
10194;"S18_2432";45;70.48;"2003-11-25";"Shipped";"Trucks and Buses";"Saveley & Henriot, Co.";"Lyon";"France";3171.6
10207;"S18_2432";37;69.89;"2003-12-09";"Shipped";"Trucks and Buses";"Diecast Collectables";"Boston";"USA";2585.93
10217;"S18_2432";35;61.38;"2004-02-04";"Shipped";"Trucks and Buses";"Handji Gifts& Co";"Singapore";"Singapore";2148.3
10229;"S18_2432";28;59.55;"2004-03-11";"Shipped";"Trucks and Buses";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";1667.4
10246;"S18_2432";30;61.99;"2004-05-05";"Shipped";"Trucks and Buses";"Euro Shopping Channel";"Madrid";"Spain";1859.7
10259;"S18_2432";30;49.22;"2004-06-15";"Shipped";"Trucks and Buses";"Handji Gifts& Co";"Singapore";"Singapore";1476.6
10271;"S18_2432";25;69.28;"2004-07-20";"Shipped";"Trucks and Buses";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";1732.0
10281;"S18_2432";29;57.73;"2004-08-19";"Shipped";"Trucks and Buses";"Diecast Classics Inc.";"Allentown";"USA";1674.17
10291;"S18_2432";26;57.73;"2004-09-08";"Shipped";"Trucks and Buses";"Scandinavian Gift Ideas";"Boras";"Sweden";1500.98
10305;"S18_2432";41;53.48;"2004-10-13";"Shipped";"Trucks and Buses";"Marta's Replicas Co.";"Cambridge";"USA";2192.68
10313;"S18_2432";34;52.87;"2004-10-22";"Shipped";"Trucks and Buses";"Canadian Gift Exchange Network";"Vancouver";"Canada";1797.58
10322;"S18_2432";35;61.21;"2004-11-04";"Shipped";"Trucks and Buses";"Online Diecast Creations Co.";"Nashua";"USA";2142.35
10347;"S18_2432";50;100.0;"2004-11-29";"Shipped";"Trucks and Buses";"Australian Collectors, Co.";"Melbourne";"Australia";5000.0
10357;"S18_2432";41;61.99;"2004-12-10";"Shipped";"Trucks and Buses";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";2541.59
10370;"S18_2432";22;96.86;"2005-01-20";"Shipped";"Trucks and Buses";"Anna's Decorations, Ltd";"North Sydney";"Australia";2130.92
10381;"S18_2432";35;48.62;"2005-02-17";"Shipped";"Trucks and Buses";"Corporate Gift Ideas Co.";"San Francisco";"USA";1701.7
10391;"S18_2432";44;38.5;"2005-03-09";"Shipped";"Trucks and Buses";"Anna's Decorations, Ltd";"North Sydney";"Australia";1694.0
10412;"S18_2432";47;61.99;"2005-05-03";"Shipped";"Trucks and Buses";"Euro Shopping Channel";"Madrid";"Spain";2913.53
10106;"S18_2581";34;90.39;"2003-02-17";"Shipped";"Planes";"Rovelli Gifts";"Bergamo";"Italy";3073.26
10120;"S18_2581";29;71.81;"2003-04-29";"Shipped";"Planes";"Australian Collectors, Co.";"Melbourne";"Australia";2082.49
10133;"S18_2581";49;69.27;"2003-06-27";"Shipped";"Planes";"Euro Shopping Channel";"Madrid";"Spain";3394.23
10145;"S18_2581";30;85.32;"2003-08-25";"Shipped";"Planes";"Toys4GrownUps.com";"Pasadena";"USA";2559.6
10168;"S18_2581";21;70.95;"2003-10-28";"Shipped";"Planes";"Technics Stores Inc.";"Burlingame";"USA";1489.95
10210;"S18_2581";50;76.88;"2004-01-12";"Shipped";"Planes";"Osaka Souveniers Co.";"Osaka";"Japan";3844.0
10223;"S18_2581";47;100.0;"2004-02-20";"Shipped";"Planes";"Australian Collectors, Co.";"Melbourne";"Australia";4700.0
10235;"S18_2581";24;76.03;"2004-04-02";"Shipped";"Planes";"Royal Canadian Collectables, Ltd.";"Tsawassen";"Canada";1824.72
10250;"S18_2581";27;98.84;"2004-05-11";"Shipped";"Planes";"The Sharp Gifts Warehouse";"San Jose";"USA";2668.68
10263;"S18_2581";33;86.17;"2004-06-28";"Shipped";"Planes";"Gift Depot Inc.";"Bridgewater";"USA";2843.61
10275;"S18_2581";35;90.39;"2004-07-23";"Shipped";"Planes";"La Rochelle Gifts";"Nantes";"France";3163.65
10284;"S18_2581";31;71.81;"2004-08-21";"Shipped";"Planes";"Norway Gifts By Mail, Co.";"Oslo";"Norway";2226.11
10297;"S18_2581";25;82.79;"2004-09-16";"Shipped";"Planes";"Clover Collections, Co.";"Dublin";"Ireland";2069.75
10308;"S18_2581";27;82.79;"2004-10-15";"Shipped";"Planes";"Mini Classics";"White Plains";"USA";2235.33
10318;"S18_2581";31;100.0;"2004-11-02";"Shipped";"Planes";"Diecast Classics Inc.";"Allentown";"USA";3100.0
10339;"S18_2581";27;100.0;"2004-11-23";"Shipped";"Planes";"Tokyo Collectables, Ltd";"Minato-ku";"Japan";2700.0
10353;"S18_2581";27;100.0;"2004-12-04";"Shipped";"Planes";"Gift Ideas Corp.";"Glendale";"USA";2700.0
10374;"S18_2581";42;69.27;"2005-02-02";"Shipped";"Planes";"Australian Gift Network, Co";"South Brisbane";"Australia";2909.34
10398;"S18_2581";34;76.88;"2005-03-30";"Shipped";"Planes";"Reims Collectables";"Reims";"France";2613.92
10416;"S18_2581";15;98.84;"2005-05-10";"Shipped";"Planes";"L'ordine Souveniers";"Reggio Emilia";"Italy";1482.6
10107;"S18_2625";29;70.87;"2003-02-24";"Shipped";"Motorcycles";"Land of Toys Inc.";"NYC";"USA";2055.23
10120;"S18_2625";46;58.15;"2003-04-29";"Shipped";"Motorcycles";"Australian Collectors, Co.";"Melbourne";"Australia";2674.9
10134;"S18_2625";30;61.78;"2003-07-01";"Shipped";"Motorcycles";"Lyon Souveniers";"Paris";"France";1853.4
10145;"S18_2625";30;49.67;"2003-08-25";"Shipped";"Motorcycles";"Toys4GrownUps.com";"Pasadena";"USA";1490.1
10159;"S18_2625";42;51.48;"2003-10-10";"Shipped";"Motorcycles";"Corporate Gift Ideas Co.";"San Francisco";"USA";2162.16
10168;"S18_2625";46;61.18;"2003-10-28";"Shipped";"Motorcycles";"Technics Stores Inc.";"Burlingame";"USA";2814.28
10180;"S18_2625";25;64.2;"2003-11-11";"Shipped";"Motorcycles";"Daedalus Designs Imports";"Lille";"France";1605.0
10188;"S18_2625";32;65.42;"2003-11-18";"Shipped";"Motorcycles";"Herkku Gifts";"Bergen";"Norway";2093.44
10201;"S18_2625";30;64.81;"2003-12-01";"Shipped";"Motorcycles";"Mini Wheels Co.";"San Francisco";"USA";1944.3
10210;"S18_2625";40;49.67;"2004-01-12";"Shipped";"Motorcycles";"Osaka Souveniers Co.";"Osaka";"Japan";1986.8
10223;"S18_2625";28;60.57;"2004-02-20";"Shipped";"Motorcycles";"Australian Collectors, Co.";"Melbourne";"Australia";1695.96
10236;"S18_2625";23;55.72;"2004-04-03";"Shipped";"Motorcycles";"Motor Mint Distributors Inc.";"Philadelphia";"USA";1281.56
10251;"S18_2625";29;61.18;"2004-05-18";"Shipped";"Motorcycles";"Tekni Collectables Inc.";"Newark";"USA";1774.22
10263;"S18_2625";34;58.75;"2004-06-28";"Shipped";"Motorcycles";"Gift Depot Inc.";"Bridgewater";"USA";1997.5
10275;"S18_2625";37;63.6;"2004-07-23";"Shipped";"Motorcycles";"La Rochelle Gifts";"Nantes";"France";2353.2
10285;"S18_2625";20;49.06;"2004-08-27";"Shipped";"Motorcycles";"Marta's Replicas Co.";"Cambridge";"USA";981.2
10298;"S18_2625";32;48.46;"2004-09-27";"Shipped";"Motorcycles";"Atelier graphique";"Nantes";"France";1550.72
10308;"S18_2625";34;52.09;"2004-10-15";"Shipped";"Motorcycles";"Mini Classics";"White Plains";"USA";1771.06
10318;"S18_2625";42;52.7;"2004-11-02";"Shipped";"Motorcycles";"Diecast Classics Inc.";"Allentown";"USA";2213.4
10329;"S18_2625";38;100.0;"2004-11-15";"Shipped";"Motorcycles";"Land of Toys Inc.";"NYC";"USA";3800.0
10339;"S18_2625";30;62.16;"2004-11-23";"Shipped";"Motorcycles";"Tokyo Collectables, Ltd";"Minato-ku";"Japan";1864.8
10362;"S18_2625";23;49.67;"2005-01-05";"Shipped";"Motorcycles";"Technics Stores Inc.";"Burlingame";"USA";1142.41
10374;"S18_2625";22;53.3;"2005-02-02";"Shipped";"Motorcycles";"Australian Gift Network, Co";"South Brisbane";"Australia";1172.6
10389;"S18_2625";39;100.0;"2005-03-03";"Shipped";"Motorcycles";"Scandinavian Gift Ideas";"Boras";"Sweden";3900.0
10402;"S18_2625";55;55.72;"2005-04-07";"Shipped";"Motorcycles";"Auto Canal Petit";"Paris";"France";3064.6
10101;"S18_2795";26;100.0;"2003-01-09";"Shipped";"Vintage Cars";"Blauer See Auto, Co.";"Frankfurt";"Germany";2600.0
10110;"S18_2795";31;100.0;"2003-03-18";"Shipped";"Vintage Cars";"AV Stores, Co.";"Manchester";"UK";3100.0
10125;"S18_2795";34;100.0;"2003-05-21";"Shipped";"Vintage Cars";"Australian Collectors, Co.";"Melbourne";"Australia";3400.0
10139;"S18_2795";41;100.0;"2003-07-16";"Shipped";"Vintage Cars";"Souveniers And Things Co.";"Chatswood";"Australia";4100.0
10149;"S18_2795";23;100.0;"2003-09-12";"Shipped";"Vintage Cars";"Signal Collectibles Ltd.";"Brisbane";"USA";2300.0
10162;"S18_2795";48;100.0;"2003-10-18";"Shipped";"Vintage Cars";"Corporate Gift Ideas Co.";"San Francisco";"USA";4800.0
10173;"S18_2795";22;100.0;"2003-11-05";"Shipped";"Vintage Cars";"Rovelli Gifts";"Bergamo";"Italy";2200.0
10182;"S18_2795";21;100.0;"2003-11-12";"Shipped";"Vintage Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";2100.0
10193;"S18_2795";22;100.0;"2003-11-21";"Shipped";"Vintage Cars";"Australian Collectables, Ltd";"Glen Waverly";"Australia";2200.0
10205;"S18_2795";40;100.0;"2003-12-03";"Shipped";"Vintage Cars";"Euro Shopping Channel";"Madrid";"Spain";4000.0
10214;"S18_2795";50;100.0;"2004-01-26";"Shipped";"Vintage Cars";"Corrida Auto Replicas, Ltd";"Madrid";"Spain";5000.0
10227;"S18_2795";29;100.0;"2004-03-02";"Shipped";"Vintage Cars";"Saveley & Henriot, Co.";"Lyon";"France";2900.0
10244;"S18_2795";43;100.0;"2004-04-29";"Shipped";"Vintage Cars";"Euro Shopping Channel";"Madrid";"Spain";4300.0
10255;"S18_2795";24;100.0;"2004-06-04";"Shipped";"Vintage Cars";"Mini Caravy";"Strasbourg";"France";2400.0
10280;"S18_2795";22;100.0;"2004-08-17";"Shipped";"Vintage Cars";"Amica Models & Co.";"Torino";"Italy";2200.0
10289;"S18_2795";43;100.0;"2004-09-03";"Shipped";"Vintage Cars";"Herkku Gifts";"Bergen";"Norway";4300.0
10304;"S18_2795";20;100.0;"2004-10-11";"Shipped";"Vintage Cars";"Auto Assoc. & Cie.";"Versailles";"France";2000.0
10312;"S18_2795";25;100.0;"2004-10-21";"Shipped";"Vintage Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";2500.0
10322;"S18_2795";36;100.0;"2004-11-04";"Shipped";"Vintage Cars";"Online Diecast Creations Co.";"Nashua";"USA";3600.0
10332;"S18_2795";24;52.67;"2004-11-17";"Shipped";"Vintage Cars";"AV Stores, Co.";"Manchester";"UK";1264.08
10347;"S18_2795";21;100.0;"2004-11-29";"Shipped";"Vintage Cars";"Australian Collectors, Co.";"Melbourne";"Australia";2100.0
10356;"S18_2795";30;100.0;"2004-12-09";"Shipped";"Vintage Cars";"Lyon Souveniers";"Paris";"France";3000.0
10380;"S18_2795";21;47.18;"2005-02-16";"Shipped";"Vintage Cars";"Euro Shopping Channel";"Madrid";"Spain";990.78
10390;"S18_2795";26;78.11;"2005-03-04";"Shipped";"Vintage Cars";"Mini Gifts Distributors Ltd.";"San Rafael";"USA";2030.86
10109;"S18_2870";26;100.0;"2003-03-10";"Shipped";"Classic Cars";"Motor Mint Distributors Inc.";"Philadelphia";"USA";2600.0
10123;"S18_2870";46;100.0;"2003-05-20";"Shipped";"Classic Cars";"Atelier graphique";"Nantes";"France";4600.0
10137;"S18_2870";37;100.0;"2003-07-10";"Shipped";"Classic Cars";"Reims Collectables";"Reims";"France";3700.0
10148;"S18_2870";27;100.0;"2003-09-11";"Shipped";"Classic Cars";"Anna's Decorations, Ltd";"North Sydney";"Australia";2700.0
10161;"S18_2870";23;100.0;"2003-10-17";"Shipped";"Classic Cars";"Heintze Collectables";"Aaarhus";"Denmark";2300.0
10172;"S18_2870";39;100.0;"2003-11-05";"Shipped";"Classic Cars";"Gift Depot Inc.";"Bridgewater";"USA";3900.0
10181;"S18_2870";27;100.0;"2003-11-12";"Shipped";"Classic Cars";"Herkku Gifts";"Bergen";"Norway";2700.0
10192;"S18_2870";38;100.0;"2003-11-20";"Shipped";"Classic Cars";"Online Diecast Creations Co.";"Nashua";"USA";3800.0
10204;"S18_2870";27;100.0;"2003-12-02";"Shipped";"Classic Cars";"Muscle Machine Inc";"NYC";"USA";2700.0
10212;"S18_2870";40;100.0;"2004-01-16";"Shipped";"Classic Cars";"Euro Shopping Channel";"Madrid";"Spain";4000.0
10226;"S18_2870";24;100.0;"2004-02-26";"Shipped";"Classic Cars";"Collectable Mini Designs Co.";"San Diego";"USA";2400.0
10241;"S18_2870";44;100.0;"2004-04-13";"Shipped";"Classic Cars";"Mini Caravy";"Strasbourg";"France";4400.0
10266;"S18_2870";20;100.0;"2004-07-06";"Shipped";"Classic Cars";"L'ordine Souveniers";"Reggio Emilia";"Italy";2000.0
10278;"S18_2870";39;100.0;"2004-08-06";"Shipped";"Classic Cars";"Signal Gift Stores";"Las Vegas";"USA";3900.0
10287;"S18_2870";44;100.0;"2004-08-30";"Shipped";"Classic Cars";"Vida Sport, Ltd";"Gensve";"Switzerland";4400.0
10301;"S18_2870";22;100.0;"2003-10-05";"Shipped";"Classic Cars";"Norway Gifts By Mail, Co.";"Oslo";"Norway";2200.0
10311;"S18_2870";43;100.0;"2004-10-16";"Shipped";"Classic Cars";"Euro Shopping Channel";"Madrid";"Spain";4300.0
10321;"S18_2870";27;100.0;"2004-11-04";"Shipped";"Classic Cars";"FunGiftIdeas.com";"New Bedford";"USA";2700.0
10331;"S18_2870";26;64.9;"2004-11-17";"Shipped";"Classic Cars";"Motor Mint Distributors Inc.";"Philadelphia";"USA";1687.4
10343;"S18_2870";25;52.32;"2004-11-24";"Shipped";"Classic Cars";"Reims Collectables";"Reims";"France";1308.0
10366;"S18_2870";49;100.0;"2005-01-10";"Shipped";"Classic Cars";"Royale Belge";"Charleroi";"Belgium";4900.0
10379;"S18_2870";29;100.0;"2005-02-10";"Shipped";"Classic Cars";"Euro Shopping Channel";"Madrid";"Spain";2900.0
10419;"S18_2870";55;100.0;"2005-05-17";"Shipped";"Classic Cars";"Salzburg Collectables";"Salzburg";"Austria";5500.0
10103;"S18_2949";27;83.07;"2003-01-29";"Shipped";"Vintage Cars";"Baane Mini Imports";"Stavern";"Norway";2242.89
10112;"S18_2949";23;100.0;"2003-03-24";"Shipped";"Vintage Cars";"Volvo Model Replicas, Co";"Lule";"Sweden";2300.0
10126;"S18_2949";31;90.17;"2003-05-28";"Shipped";"Vintage Cars";"Corrida Auto Replicas, Ltd";"Madrid";"Spain";2795.27
10139;"S18_2949";46;100.0;"2003-07-16";"Shipped";"Vintage Cars";"Souveniers And Things Co.";"Chatswood";"Australia";4600.0
